id,post_title,word2vec
1777,《解忧杂货店》- 解答心中已经有结论的疑问,"[-0.07907312539823402,-0.18482697047232713,0.15358637362664154,-0.11222229565058339,-0.05618210796073273]"
1782,Java怎样单测void类型的方法？,"[0.0026322921029173214,-0.02465849288964495,0.10689307081385983,0.1356579467665628,-0.05593103723661305]"
1784,使用javap命令或者eclipse的Bytecode visualizer插件阅读java字节码文件,"[0.06506310773148322,-0.11974263596290012,0.23413424317385984,0.02149031980734739,0.009857312218913472]"
1789,Python中文转拼音代码(支持全拼和首字母缩写),"[0.062277222334984894,0.2501948478255075,0.12254557802082329,0.2455508718018985,0.10180154508469585]"
1810,Java堆溢出OutOfMemoryError之代码实例和原因分析,"[0.09103174440875259,-0.05087510493177309,0.10910112260761759,-0.0028362428750485095,-0.0324813138116672]"
1835,想要加悲观锁可是数据行还不存在怎么办？,"[-0.0757604281637876,0.10237347623674063,0.17543507599310773,0.0640257610436464,0.05534946660264574]"
1858,通过JVM堆栈分析出现大量线程的原因,"[0.37259457854176364,-0.1358404384286117,0.12460784340686087,-0.0066361610193546835,-0.05773485552986394]"
1861,Java线程死亡的几种情况,"[0.08838044036402251,-0.24876265539471454,0.2834172141214776,0.20755120183382644,0.28624443326197757]"
1886,将Maven工程打包成可执行JAR包的方法,"[0.8253287449733434,0.10787603330207456,-0.07018205751379142,-0.09628590272152471,-0.22019824004123906]"
1890,Python使用unittest实现简单的单元测试实例,"[-0.019604098591286586,0.12071363360423339,0.17312040410893006,0.04342768831616816,0.03415584756487795]"
1895,Bash Shell怎样检查文件是否存在？,"[0.024977799143364773,0.45525113711456305,-0.011558084721793066,0.14411817106423974,0.1417321425057257]"
1898,使用PHPUnit编写PHP单元测试的方法,"[0.01709559741634222,-0.009697893762699606,0.17399347831184667,-0.11858556169624392,0.07034168172415281]"
1901,MySQL导入导出数据时遇到Tab符号和换行符号怎么办？,"[-0.012182123223820625,0.11274014144225909,0.22226617132425242,0.05022316703218079,0.06927307175716296]"
1922,数据处理中提升性能的方法-引入并发但是避免同步,"[0.04642674665826622,-0.13367798458304558,0.23911358436001712,0.011596417621530365,0.1421070576077957]"
1931,Log4j将不同Package的日志输出到不同的文件的方法,"[0.21304627890289973,0.00518620722661061,0.05736007467957632,-0.15757615667606267,0.11356436744669682]"
1946,MAC环境堪比Visio的画图神器,"[0.04043712674312773,-0.008235290950846554,0.012950561350525016,-0.15056744511100917,-0.0456272740571732]"
1957,工程师的月亮和六便士,"[-0.05359297420513124,-0.1250956489139388,0.08122099733376144,-0.05502842005720844,-0.06049072602490147]"
1961,MAC挂载NTFS移动硬盘进行读写操作,"[-0.004115624774396879,-0.13861491745855245,0.25124794742621387,-0.1143219762964657,0.07100440291141699]"
1964,"Stay hungry, Stay foolish","[-0.05476784127333886,-0.11320762455744562,0.04922861738305073,-0.13434467162005603,-0.06269317206856355]"
1973,如此重要但是经常被忽视的代码架构！,"[-0.04445679279666351,-0.23881408091612938,0.27095498154829817,-0.15473623261279085,-0.001473614716548185]"
1980,Tomcat内存分析相关方法(jmap和mat),"[0.07827619042813325,-0.03776157887078281,0.03769950575099949,-0.06538915617085048,-0.04414583906911946]"
2012,打工者心态、主人公意识、个人公司品牌,"[-0.11775290336878544,-0.23889768035631678,0.20001367990337654,-0.11220973335247095,-0.124395424746182]"
2022,Mybatis源码解读-设计模式总结,"[0.0046454103593551715,-0.12511728262049995,0.20861194587442128,0.056676577152608196,0.0023142114648810374]"
2076,怎样借助Python爬虫给宝宝起个好名字,"[0.015075996701402757,-0.0013231515224919473,0.12132608909206004,0.010154180067918716,-0.015237399968581086]"
2089,Mybatis源码解读-初始化过程详解,"[0.09660621907334507,0.007791951573097765,0.11121191456210988,0.14999217469920298,-0.08646347248195237]"
2120,Zookeeper并不保证读取的是最新数据,"[-0.08432016467116377,-0.19311034736426502,0.2505455572276504,-0.10636773163666173,0.05176920185271556]"
2124,Java线程池ThreadPoolExecutor详解,"[0.004189684359261794,-0.2598282197929556,0.2955475170936906,-0.001970942447562017,0.09102113851411366]"
2145,快速找到Tomcat中最耗CPU的线程,"[0.6117745030735071,-0.04184297253813415,-0.18638666766420217,0.09154250223264081,0.11602358508705662]"
2150,Python高级编程技巧,"[0.057353839175802605,0.21093341439412983,-0.058751366762028835,0.20882280043606094,0.011446511849330557]"
2160,Hive实现返回MAP的UDF,"[0.2735562329943397,0.13401988672518486,-0.03393549947290596,0.1657152694138244,-0.07110557721334958]"
2167,使用Kmeans对Word2vec的输出做聚类,"[0.027962352256888253,0.08938258183020649,0.05923135284387959,0.06290225339132077,0.053408639848526104]"
2177,使用PaddlePaddle搭建卷积网络做文本数据分类,"[0.04543296127608987,0.09650947296267846,0.006225821505839009,0.1430109922182234,0.04656118508994036]"
2194,读书笔记 - 数据驱动从方法到实践,"[-0.09625081638536509,-0.21525068222240626,0.2061132126032515,-0.09638153560224717,-0.012079353146129927]"
2231,Spark数据倾斜解决方法,"[-0.05320607321605148,-0.1467322338441456,0.23897180086530656,-0.024582967482154633,0.06891989865035601]"
2261,PyCharm开发PySpark程序的配置和实例,"[0.06726485157824671,0.06848357637367868,0.1117304813868197,0.07080792044342327,0.07201006151180164]"
2273,CentOS自己编译安装Python3的命令,"[0.03064345820127307,0.05220224952948205,0.057005076285300625,-0.11742369497094203,0.0195465215003571]"
2283,Python3用scan和delete命令批量清理redis数据,"[-0.1501618755204057,0.09511692952224635,0.20227185350359606,0.18887816244890365,0.0981722827357436]"
2301,tensorflow怎样输入具有多个值的特征,"[-0.027806319191101162,0.014079206809401511,0.08129412093160984,0.03930844469141448,-0.018005135257650788]"
2303,Spark使用JAVA编写自定义函数修改DataFrame,"[0.054006033565125344,0.019323318817921147,0.1712774966557836,0.08525343544023074,0.029935333849701644]"
2324,推荐系统：爱奇艺知识推荐系统架构,"[-0.06347284345576865,-0.1566809445451329,0.2481587967247662,-0.12074093595885467,0.03061776181964948]"
2336,我为什么从工程转了算法？,"[-0.04433412661112599,-0.22964422899018683,0.1884271092963648,-0.1313868314884656,-0.07760972416437664]"
2343,Flask怎样从其他Python文件导入app.route视图函数,"[0.039481265004724264,-0.023656698401345936,0.16782739667931224,-0.05440634018118862,0.07467679498611603]"
2351,推荐系统：怎样实现内容相似推荐,"[-0.04847298199987501,-0.21143382041989706,0.3193163096005272,-0.11701757388983447,0.011050432669814739]"
2367,Java和Python使用Grpc访问Tensorflow的Serving代码,"[0.1681970318021526,0.11192182056753244,0.00417827752279777,-0.004623146016304135,-0.06060324162219326]"
2404,听樊登的《非暴力沟通》,"[-0.07854813748896264,-0.13525555574887577,0.15221172853589002,-0.07116072233447614,-0.04482015630782727]"
2419,Flask使用Pyecharts在单个页面展示多个图表,"[-0.0034710812685519177,-0.09886404122775069,0.20597508864912187,-0.05814011227394419,0.02648773240062786]"
2434,Pandas中对轴axis=0和axis=1的理解,"[-0.06610458919567463,-0.17175032308659866,0.22808641225674364,-0.047780126928955724,0.01869452812434247]"
2447,Spark使用word2vec训练item2vec实现内容相关推荐,"[-0.016453368849463267,0.07089382673269623,0.10638420579858669,0.061511870225948506,0.028229324130507848]"
2454,推荐系统：实现文章相似推荐的简单实例,"[-0.01794703884345724,-0.011880938605366284,0.09699307830803658,0.0074267248749989336,0.032228970719580315]"
2469,Spark使用Java开发遇到的那些类型错误,"[0.049843206231164616,0.04233406788208537,0.06266723924400565,0.10276346370993637,0.054565141686895566]"
2499,Pandas系列-读取csv/excel/mysql数据,"[0.15639594690052463,-0.013099537643161146,-0.044468724415820164,-0.03973566690304627,0.1017965061033108]"
2502,Pandas系列-DataFrame和Series数据结构,"[0.15540598450447599,-0.009537599516895381,-0.05022177766693807,-0.038290640607516725,0.10260099782093092]"
2506,Pandas系列-查询数据的5种方法,"[0.20711871181493952,-0.08092171425701693,-0.2948239173705633,0.1563070209210783,0.07302129063596526]"
2515,Pandas怎样按条件删除行？,"[0.042198864638952435,0.3411252732070065,-0.1522792050481688,0.2029375376725128,-0.026181620876549887]"
2517,Pandas怎样根据码表更新ID对应的名称？,"[-0.1058965074470969,0.24799285246227243,0.14322198799154798,0.2076299692977403,0.06465307241935497]"
2521,Pandas系列 - 数据统计函数,"[0.1032307573602833,-0.054280699868206536,-0.15087768310459387,0.12386837109653769,-0.004080322981105398]"
2523,Pandas系列 - 怎样新增数据列？,"[0.12167574362728296,-0.022180620896633665,-0.1889416973811025,0.1792273362678305,0.0207453752353308]"
2525,3分钟Python爬取9000张表情包图片,"[0.08507580192391791,0.1697756644213293,-0.07978099631272965,-0.11436268711875038,-0.04566130691823902]"
2528,Pandas的SettingWithCopyWarning报警怎么回事？,"[0.13655685107228482,-0.009603714805150045,-0.17454061930323186,0.10247263034739544,0.023298808511005478]"
2532,Pandas对缺失值的处理,"[0.027717254448093864,-0.01995838543682016,-0.0013578028278425336,0.04123697830437634,-0.035521103926860774]"
2534,CTR预估：(标签-权重)列表类特征怎么输入到模型？,"[-0.10061877779993648,-0.16721038877637395,0.24337547745167223,-0.014418463957450747,0.07394454011890014]"
2536,Pandas怎样对数据进行排序？,"[0.13292555131040681,-0.0007486699757695797,-0.2059085865214637,0.1420002140734249,0.0682701810243846]"
2541,Pandas怎样处理字符串？,"[0.07243039051619525,0.11226186104751149,-0.027975981463370877,0.18730903631105283,0.026011227316338807]"
2546,Pandas的axis参数怎么理解？,"[-0.017223537861904566,-0.04415323105690248,0.09482564056896545,-0.009792838696430021,0.03540233515619122]"
2561,一个数据科学家的修炼路径,"[-0.01569420613254173,-0.15012302802569127,0.15856909073441278,-0.11597713342384447,-0.023851026271033703]"
2564,机器学习常用数据集大全,"[0.019070079680580977,0.22477253810447734,-0.05965245044875539,0.009991318549252608,-0.02195372037877236]"
2574,Pandas的Index索引有什么用途？,"[-0.012126188228376668,0.011209418222344409,0.05122893814605377,0.07741086486107279,-0.0022840839357555895]"
2583,Pandas实现数据的合并concat,"[-0.027420356630160975,0.03312663651073635,0.08632635869502094,0.050202340851130164,0.045219170021226905]"
2585,Tensorflow怎样接收变长列表特征,"[-0.04529992523708442,-0.11719848868675792,0.17510289047732389,-0.0021830364498988393,0.02525979354299006]"
2591,怎样使用Pandas批量拆分与合并Excel文件？,"[0.030943020001134795,0.07784645090527509,0.026652417178873136,0.016526627930529093,0.0839651931462931]"
2594,Pandas怎样实现对数据的分组统计？,"[0.06798970527275124,0.03034224968856336,-0.013516536626071335,0.11316073522480088,0.036234751344838216]"
2598,Pandas的分层索引MultiIndex怎样用？,"[0.08134105387548603,-0.06049900055738218,-0.17346954251290908,0.09810225003556207,0.021786193448826093]"
2602,怎样使用Pandas的map和apply函数？,"[0.04597944412648875,-0.080545378068988,-0.03869737899401394,0.028752101779947963,-0.028510572632355694]"
2604,Pandas怎样对每个分组应用apply函数?,"[0.03877640800172391,-0.05847978007422377,-0.011129943888701333,0.09514751559887492,0.030865857669973015]"
2615,推荐系统实现相似推荐的流程和资源,"[0.13923259727501622,-0.021408250524351996,0.08579556880221288,-0.21271890442456223,-0.05112719261734229]"
2623,文章写的好，但是没人看，原来标题可以这么写,"[-0.04974581612261651,-0.10177673066080377,0.14450109617360288,-0.10096316854056168,-0.01096440535576011]"
2629,自律使我自由,"[-0.06132254041041489,-0.1176889768836123,0.134226443618536,-0.030495657116019478,0.0026640503770775266]"
2637,程序员-颈椎病-该练八段锦,"[0.029371244832873344,0.03590860217809677,0.025557920802384615,-0.03836625814437866,-0.03145128465257585]"
