word,vector
49286,"[-0.08626223355531693,0.03444318100810051,-0.06434983015060425,-0.039814502000808716,0.03279906511306763]"
1997,"[-0.04900972545146942,0.1613539457321167,0.08565106987953186,0.02768251858651638,0.16510309278964996]"
3674,"[-0.06991615891456604,-0.010019531473517418,0.0394146628677845,-0.0025350528303533792,-0.018513282760977745]"
324,"[-0.0715140849351883,0.08178074657917023,0.08810002356767654,-0.02985965460538864,-0.06955573707818985]"
1147,"[0.14742118120193481,0.12678301334381104,-0.08990863710641861,-0.1866891235113144,0.05706564337015152]"
8142,"[-0.0740521252155304,0.00869288481771946,-0.08856356889009476,-0.015164745971560478,-0.017241263762116432]"
2183,"[-0.002138486597687006,0.03963809460401535,0.030845513567328453,-0.06601937115192413,-0.03917762637138367]"
162344,"[-0.46091046929359436,-0.16069228947162628,-0.04809025675058365,-0.15380530059337616,0.02876320108771324]"
3214,"[0.061696283519268036,0.072756826877594,-0.08397834002971649,0.04956778138875961,0.05523718148469925]"
69224,"[-0.018494220450520515,-0.004271573852747679,0.006567138247191906,-0.03231639415025711,0.011397985741496086]"
7303,"[-0.15514236688613892,-0.132618248462677,0.09048953652381897,0.028697650879621506,0.09176814556121826]"
158783,"[-0.22176088392734528,-0.006972707342356443,0.0532478392124176,-0.09460949152708054,0.12018124014139175]"
57421,"[0.0320640504360199,0.01740754395723343,0.05147329717874527,-0.06400647014379501,0.09319242835044861]"
1496,"[-0.10497111827135086,-0.0706162378191948,0.07374336570501328,-0.1028108149766922,0.05836595594882965]"
1610,"[0.2917236089706421,-0.03319583460688591,0.18112291395664215,-0.42376086115837097,0.12252410501241684]"
38798,"[-0.011540776118636131,0.05615381896495819,-0.08974502235651016,-0.08483260869979858,0.04366615414619446]"
7566,"[-0.08614373207092285,-0.0015588789246976376,-0.04115143418312073,0.07120561599731445,0.08607399463653564]"
6571,"[-0.22058212757110596,-0.013278762809932232,-0.129475936293602,-0.015564767643809319,0.05650204047560692]"
172583,"[-0.20961132645606995,0.05311301350593567,-0.056228719651699066,-0.017907526344060898,0.018675116822123528]"
1198,"[1.527760624885559,0.9517232775688171,0.13956545293331146,-1.0551960468292236,0.3393232226371765]"
92507,"[-0.12319919466972351,-0.05134774371981621,-0.12610481679439545,-0.06456312537193298,0.05201941728591919]"
59784,"[-0.33409833908081055,-0.040543653070926666,-0.17766450345516205,0.02210976742208004,0.17793235182762146]"
33421,"[-0.1343565136194229,-0.07370515912771225,0.030131367966532707,-0.04787022992968559,0.13397961854934692]"
142598,"[-0.11488591879606247,-0.098456010222435,-0.026168357580900192,0.06834816187620163,0.09345992654561996]"
3449,"[0.012225962243974209,-0.032272279262542725,0.0641804039478302,0.06810534000396729,0.0565580390393734]"
43869,"[-0.11752783507108688,0.0832199901342392,0.06303252279758453,-0.11256178468465805,0.02190832979977131]"
2890,"[-0.051063816994428635,0.11418911069631577,0.1380748152732849,0.22084951400756836,0.5292443037033081]"
128087,"[-0.07821359485387802,-0.018987685441970825,-0.07899831980466843,-0.020101092755794525,0.1355365514755249]"
156726,"[-0.0327540747821331,-0.07272909581661224,-0.07432851940393448,0.09163369238376617,0.08522960543632507]"
6060,"[-0.009554028511047363,0.03302352875471115,-0.06742244213819504,-0.07548753172159195,0.028085041791200638]"
5685,"[-0.1609148532152176,0.05449661239981651,0.009742007590830326,0.10788865387439728,0.02663348987698555]"
3461,"[-0.156469464302063,0.020820125937461853,0.03377478942275047,0.01554372999817133,0.07832621037960052]"
3524,"[-0.0023550691548734903,-0.023323388770222664,-0.08139199763536453,-0.013273333199322224,0.11368530988693237]"
177185,"[-0.13880574703216553,-0.11450886726379395,-0.12584355473518372,-0.09750872850418091,0.01606845296919346]"
2723,"[-0.13150425255298615,0.08192358911037445,-0.05906123295426369,-0.0517641082406044,0.27188360691070557]"
26158,"[-0.20098340511322021,-0.040913645178079605,-0.01977967843413353,-0.1480051726102829,0.0010082388762384653]"
332,"[-0.05315204709768295,0.001458185724914074,-0.079786516726017,0.06264420598745346,-0.14693456888198853]"
175,"[0.02412543073296547,-0.0974140465259552,-0.19430239498615265,0.1320488005876541,-0.4167015254497528]"
128914,"[-0.2299952656030655,-0.09076191484928131,-0.07817815989255905,-0.1714334934949875,0.12451279163360596]"
19,"[0.11331618577241898,0.08811572939157486,0.0027614571154117584,0.004940839018672705,-0.45098891854286194]"
53972,"[-0.21993105113506317,-0.00020791683346033096,-0.1884153187274933,-0.05078830569982529,0.1545490175485611]"
141400,"[-0.12283425778150558,0.017158105969429016,0.05486370623111725,-0.020647693425416946,-0.030408749356865883]"
313,"[-0.035222526639699936,0.032721057534217834,-0.05259083956480026,0.009923889301717281,-0.044826652854681015]"
115828,"[-0.07225584238767624,-0.09958363324403763,0.016970157623291016,0.054149143397808075,0.01514831930398941]"
918,"[0.18035933375358582,0.12608551979064941,0.157366544008255,-0.05335826054215431,-0.10314670205116272]"
32587,"[-0.3173692524433136,-0.05128605291247368,0.22352099418640137,-0.20841260254383087,0.2798095643520355]"
1289,"[0.038648828864097595,0.16665522754192352,-0.17151068150997162,-0.2482636421918869,0.005633341148495674]"
3315,"[-0.03886891156435013,-0.06494885683059692,-0.05075640603899956,-0.0864022970199585,0.042258065193891525]"
724,"[0.08765969425439835,0.1126374676823616,0.09825735539197922,0.1339968591928482,-0.10501905530691147]"
2082,"[0.11289799958467484,-0.07929491996765137,-0.037143029272556305,-0.018021516501903534,-0.00474940612912178]"
7381,"[-0.13645043969154358,0.020039308816194534,-0.04529380053281784,-0.045153819024562836,0.04125518351793289]"
3513,"[-0.07301303744316101,-0.008669438771903515,0.05516752973198891,0.11678061634302139,0.04119275137782097]"
3003,"[0.016721855849027634,0.04970530420541763,-0.022380027920007706,-0.0841788798570633,0.129338800907135]"
70637,"[-0.06914764642715454,-0.01361333578824997,-0.002486295299604535,0.000355537049472332,0.031840547919273376]"
362,"[0.012963513843715191,0.2879604995250702,-0.033176239579916,-0.00521586649119854,-0.5936927199363708]"
2763,"[-0.04754474759101868,0.2725850045681,-0.04999420419335365,0.0972052589058876,0.45649322867393494]"
172589,"[-0.3734269440174103,-0.027518855407834053,-0.11399839073419571,-0.1588142216205597,0.14369535446166992]"
1216,"[0.10522492229938507,0.0625855103135109,0.1018817201256752,-0.19398517906665802,0.024458443745970726]"
53022,"[-0.04599529504776001,-0.049953628331422806,0.06759751588106155,-0.09426136314868927,-0.05240485444664955]"
7266,"[-0.0008397772908210754,0.03596583753824234,0.03357372060418129,-0.08710001409053802,0.06904591619968414]"
105585,"[-0.1392277330160141,-0.06410828232765198,-0.06131160259246826,-0.03441907465457916,0.09925562888383865]"
5803,"[-0.059751395136117935,-0.07885460555553436,-0.040954966098070145,0.06817221641540527,-0.03951624780893326]"
106491,"[-0.09580887854099274,0.04550325497984886,-0.027986327186226845,-0.031698908656835556,0.0792134553194046]"
3755,"[-0.06840955466032028,0.0029349401593208313,0.1284211277961731,0.087873175740242,0.2405221164226532]"
265,"[-0.027100061997771263,0.0745743066072464,-0.21590514481067657,0.19933266937732697,-0.6171086430549622]"
25898,"[-0.3454248011112213,0.017460281029343605,-0.19431622326374054,-0.10739566385746002,-0.03313405066728592]"
81417,"[-0.23424318432807922,0.007760282605886459,-0.07095133513212204,-0.10921140015125275,0.009538548067212105]"
2644,"[-0.10010050237178802,-0.011596191674470901,0.050859902054071426,0.01764456368982792,0.0460721030831337]"
58025,"[-0.1431693434715271,0.046632055193185806,-0.08560321480035782,-0.06953113526105881,0.10949549823999405]"
4217,"[-0.11040090024471283,-0.0003091404214501381,-0.062317389994859695,-0.1398274004459381,0.003429913427680731]"
99191,"[-0.005558585282415152,-0.03231172263622284,0.06740041077136993,-0.05647014454007149,0.005111346952617168]"
5147,"[-0.1667054295539856,-0.09647978842258453,0.025725919753313065,-0.013497013598680496,0.0179741308093071]"
1917,"[0.0874563455581665,0.12083397805690765,0.015083697624504566,-0.15381571650505066,0.15794578194618225]"
5502,"[-0.3535080552101135,0.07491625100374222,0.16567328572273254,0.098953977227211,0.21982909739017487]"
170837,"[-0.13698244094848633,-0.0020612829830497503,-0.06566964089870453,-0.09231516718864441,0.05417053773999214]"
5449,"[-0.0789128765463829,-0.09568296372890472,0.12363559752702713,0.05232440307736397,0.02270292304456234]"
1208,"[1.4127326011657715,0.862701952457428,0.46968182921409607,-1.3607468605041504,0.204159677028656]"
5490,"[-0.11072680354118347,0.03013184480369091,-0.005942011717706919,-0.07727764546871185,0.02091059647500515]"
5283,"[-0.08079269528388977,0.01338045485317707,0.09195555746555328,0.009499768726527691,0.009300176054239273]"
127114,"[-0.24013346433639526,-0.007160326931625605,-0.15154089033603668,0.030167466029524803,0.06729838997125626]"
2712,"[-0.06989431381225586,0.186593160033226,-0.1926158219575882,0.06935910135507584,0.35040584206581116]"
33615,"[-0.2253531664609909,0.04440026730298996,-0.0944395437836647,-0.04450998455286026,0.09674667567014694]"
60950,"[-0.2870841324329376,-0.16410595178604126,-0.05937391519546509,-0.07834365218877792,0.12186547368764877]"
3578,"[-0.18543316423892975,0.4588911533355713,0.49534058570861816,0.4980523884296417,0.7423397898674011]"
8327,"[-0.08636538684368134,-0.02724844589829445,-0.03880460560321808,0.0694882944226265,0.02536218799650669]"
4766,"[-0.12602055072784424,0.0985955223441124,0.029003465548157692,0.01675831526517868,0.06746480613946915]"
2662,"[-0.09329865127801895,0.08619245141744614,-0.007891093380749226,-0.012300776317715645,0.1629054993391037]"
100,"[0.03853340819478035,0.003622582647949457,0.07988926768302917,-0.0033373432233929634,0.017282646149396896]"
23,"[-0.057971008121967316,-0.0320064015686512,-0.10380130261182785,0.01408617664128542,-0.09076975286006927]"
166528,"[-0.7170403599739075,-0.0891445130109787,-0.05833612382411957,0.0036009536124765873,0.2062503546476364]"
3330,"[-0.10232654213905334,0.09519610553979874,0.053696468472480774,-0.11692172288894653,-0.008566846139729023]"
1936,"[-0.1426563411951065,0.038729891180992126,0.07867707312107086,-0.022721070796251297,0.0007954876637086272]"
48774,"[-0.24594111740589142,0.13303017616271973,-0.4170588552951813,0.032494690269231796,0.24466338753700256]"
3894,"[-0.0728888288140297,-0.08868370950222015,0.06943409144878387,0.07466927170753479,-0.030198998749256134]"
94985,"[-0.13385137915611267,0.01519306842237711,-0.02714783325791359,-0.09402438253164291,0.05417530983686447]"
76054,"[-0.020890649408102036,0.08231284469366074,0.004216318018734455,-0.08698251843452454,0.052912548184394836]"
2429,"[0.029353663325309753,0.03982110321521759,-0.020681314170360565,0.06762383878231049,-0.030520865693688393]"
74791,"[-0.03058910369873047,0.0897921472787857,-0.02025672234594822,-0.08761504292488098,-0.05434347689151764]"
3697,"[-0.15941467881202698,0.11055462807416916,0.04307097941637039,0.04827335849404335,0.17558686435222626]"
433,"[0.027744971215724945,0.059659529477357864,-0.02228342369198799,0.07624446600675583,0.015022417530417442]"
55278,"[-0.017100542783737183,0.07364072650671005,-0.07142926007509232,0.052943870425224304,-0.032925356179475784]"
74754,"[-0.09996489435434341,0.027747899293899536,-0.15259961783885956,0.06605102121829987,0.1297200322151184]"
1518,"[0.0001930480939336121,-0.11173109710216522,0.06150173768401146,-0.07825830578804016,0.008558861911296844]"
2801,"[-0.07965600490570068,0.10911169648170471,0.04443971440196037,-0.04095548391342163,0.0007493861485272646]"
7132,"[-0.243858203291893,-0.07230968773365021,-0.0969872996211052,-0.06381122767925262,0.0204981230199337]"
167570,"[-0.019386641681194305,0.017438312992453575,0.011349811218678951,-0.08416713029146194,0.06516315042972565]"
6782,"[-0.02663196064531803,-0.0923411101102829,0.04321960359811783,-0.09404699504375458,-0.017664283514022827]"
1859,"[-0.04769184812903404,-0.08101160824298859,0.05421004071831703,-0.058027274906635284,-0.025651149451732635]"
122926,"[-0.48363593220710754,-0.10875936597585678,-0.01694457419216633,-0.0020712672267109156,0.18809646368026733]"
180297,"[-0.3387383818626404,-0.08884971588850021,0.014330018311738968,-0.024677760899066925,0.10879512131214142]"
95311,"[-0.08354698121547699,-0.0204840749502182,-0.02038845233619213,0.04258132725954056,0.0755305290222168]"
2752,"[-0.03166583925485611,-0.032065991312265396,-0.10005448758602142,0.00542951887473464,0.055028460919857025]"
129313,"[-0.12319294363260269,0.04853431135416031,0.06323908269405365,-0.055901750922203064,0.06065104901790619]"
62,"[0.14005638659000397,-0.17757222056388855,-0.18780508637428284,-0.07258132100105286,-0.6835993528366089]"
552,"[0.282123327255249,0.40310338139533997,0.08399788290262222,0.1667580008506775,-0.6547548174858093]"
321,"[-0.08829805254936218,-0.07050308585166931,0.08126126974821091,0.06035777926445007,-0.04719721898436546]"
2696,"[-0.15227170288562775,0.1224445030093193,0.006090742070227861,-0.025992227718234062,0.1560342162847519]"
7236,"[-0.14765356481075287,-0.05955655500292778,0.03490431234240532,0.0009412625804543495,0.07506963610649109]"
82041,"[0.043702706694602966,-0.0676579624414444,0.05544541776180267,-0.07223498076200485,-0.02623695135116577]"
168326,"[-0.4401187002658844,-0.04869850352406502,-0.13967569172382355,-0.23024988174438477,0.1390412151813507]"
31878,"[-0.09120014309883118,-0.0452069528400898,-0.012652804143726826,-0.07207942754030228,0.2563023865222931]"
5890,"[-0.08802799135446548,0.055529359728097916,-0.03852592781186104,-0.08922001719474792,0.07482779771089554]"
6615,"[-0.1986326426267624,0.060956113040447235,-0.019936097785830498,0.010707417502999306,0.10179520398378372]"
3868,"[-0.17827939987182617,-0.0209660604596138,0.06839994341135025,0.1381097137928009,0.26351532340049744]"
8012,"[-0.10362604260444641,-0.09391544759273529,-0.03248494118452072,-0.11229493468999863,0.08275585621595383]"
4741,"[-0.23748964071273804,0.04490143060684204,0.029156405478715897,-0.04166404902935028,0.1288580298423767]"
8917,"[-0.14636492729187012,0.07659979909658432,-0.1874331682920456,0.0013816151767969131,0.07820472121238708]"
2534,"[0.0750761330127716,0.027291633188724518,0.036057040095329285,0.14570017158985138,-0.053202107548713684]"
102684,"[-0.15634529292583466,-0.10774406045675278,-0.03296178579330444,-0.08154606074094772,0.06990460306406021]"
1684,"[0.06692767888307571,0.007903090678155422,-0.028616948053240776,0.04270576685667038,-0.05430401489138603]"
60161,"[-0.034673552960157394,0.006111741531640291,0.07298481464385986,0.06572382897138596,-0.008248800411820412]"
26059,"[-0.14589622616767883,-0.027256039902567863,0.021341845393180847,-0.02794276364147663,-0.03702639043331146]"
171765,"[-0.08207143098115921,0.042074237018823624,0.04550696536898613,-0.04243442043662071,-0.004289781674742699]"
54004,"[-0.2635408043861389,0.003911187406629324,-0.08401836454868317,0.05484887212514877,0.0048669143579900265]"
7620,"[-0.11160852015018463,0.06371637433767319,-0.07972341775894165,0.054770611226558685,0.11627858132123947]"
6629,"[0.03265145421028137,-0.06551384180784225,0.0338054820895195,0.07678528130054474,-0.01180148497223854]"
80586,"[-0.023605071008205414,-0.022731833159923553,-0.05408969148993492,-0.09049750864505768,-0.0028297221288084984]"
2126,"[0.043963465839624405,-0.016319192945957184,-0.024246346205472946,-0.015701821073889732,0.09934764355421066]"
64969,"[-0.32606688141822815,-0.038352999836206436,-0.17042981088161469,0.08934956789016724,0.06621396541595459]"
1608,"[0.1986885815858841,0.028703633695840836,-0.04160106182098389,-0.3168739080429077,0.04723167046904564]"
119145,"[-0.33597055077552795,-0.15002857148647308,-0.09419633448123932,-0.2779126465320587,0.19010162353515625]"
93270,"[-0.15750344097614288,-0.06165323033928871,-0.07267632335424423,-0.003966997843235731,-0.017216548323631287]"
64993,"[0.08523654192686081,-0.02658057026565075,-0.04347287118434906,0.06032990291714668,-0.06574521958827972]"
5010,"[-0.3532553017139435,-0.11342120915651321,0.3873138725757599,0.25301122665405273,0.22494488954544067]"
34405,"[-0.28709328174591064,-0.11431436985731125,-0.018042493611574173,-0.13864043354988098,0.2818109691143036]"
1235,"[0.3548731803894043,0.5644316673278809,-0.08295416086912155,-0.7570351362228394,0.07802312076091766]"
1565,"[0.009965403005480766,0.004995069466531277,-0.06043696776032448,0.004299696534872055,0.07497572898864746]"
160527,"[-0.10965947061777115,-0.044029057025909424,0.04023919999599457,-0.09582377970218658,0.013177556917071342]"
73323,"[-0.19806216657161713,-0.0030806679278612137,-0.05177078768610954,0.029758693650364876,0.059759024530649185]"
6283,"[-0.1791413277387619,0.041551925241947174,0.06244615837931633,0.10262244939804077,0.12121952325105667]"
81562,"[-0.23427940905094147,-0.07349042594432831,-0.19477950036525726,-0.16958408057689667,0.21218818426132202]"
7297,"[-0.08599545061588287,0.02330225147306919,-0.052915751934051514,0.07183955609798431,0.0444304496049881]"
53956,"[-0.0483408123254776,-0.10469601303339005,0.00833413377404213,0.10561688244342804,0.10755497962236404]"
580,"[0.15852701663970947,-0.04131545126438141,-0.018919579684734344,0.04215596988797188,-0.14074504375457764]"
2201,"[0.036993805319070816,0.029216911643743515,-0.005867680534720421,0.03200984001159668,-0.027031397446990013]"
33903,"[0.06356962025165558,0.12763239443302155,0.005213426426053047,-0.13585522770881653,-0.09893961250782013]"
26184,"[-0.09118036925792694,0.0045409491285681725,0.028106290847063065,-0.1631462275981903,0.08012501150369644]"
1529,"[-0.11325988173484802,-0.06804345548152924,-0.023914769291877747,-0.009250832721590996,-0.08330999314785004]"
128594,"[-0.12873248755931854,0.06431645154953003,-0.024177677929401398,-0.06885481625795364,0.12064936012029648]"
70599,"[-0.14806433022022247,-0.08941353857517242,0.04887652397155762,-0.08117949962615967,0.0404517836868763]"
67618,"[-0.001892564003355801,-0.08220549672842026,0.07306017726659775,0.09526007622480392,8.394848555326462e-05]"
101962,"[-0.18256491422653198,-0.019139084964990616,-0.029015881940722466,-0.0914158821105957,0.15761853754520416]"
179119,"[-0.2601689398288727,-0.07990904897451401,-0.07272026687860489,-0.03884625434875488,-0.0073305945843458176]"
86000,"[0.04035983607172966,-0.07698318362236023,-0.11688322573900223,-0.08975743502378464,-0.05406753346323967]"
5008,"[-0.30940207839012146,-0.021484369412064552,0.1654115915298462,0.0838056430220604,0.051509879529476166]"
6119,"[-0.05385942757129669,0.036524705588817596,0.015891920775175095,-0.09064962714910507,-0.05977867171168327]"
101362,"[-0.08528992533683777,-0.08264412730932236,0.004775648005306721,0.07624994218349457,0.02251824550330639]"
6604,"[0.029607942327857018,-0.08407384902238846,-0.05905739963054657,-0.08347360789775848,0.07187470048666]"
537,"[0.13300208747386932,0.16034220159053802,-0.04785776510834694,-0.03537680208683014,-0.14938034117221832]"
6567,"[-0.12579445540905,-0.00489408802241087,0.062341731041669846,0.022848844528198242,0.0048803300596773624]"
6188,"[-0.22197088599205017,-0.1023646667599678,0.08109840005636215,0.014490491710603237,0.3657361567020416]"
4175,"[-0.17119815945625305,0.030999165028333664,-0.03490964695811272,0.005312762223184109,0.0839238241314888]"
54190,"[-0.14831183850765228,-0.021239088848233223,-0.06526783108711243,-0.03634238988161087,0.08119238913059235]"
5427,"[0.0034488732926547527,0.06985302269458771,0.02851836010813713,-0.0023816246539354324,0.019281359389424324]"
54910,"[-0.009798932820558548,0.06042362377047539,0.08230917155742645,-0.05233561620116234,-0.09100192785263062]"
135,"[-0.017306869849562645,-0.021690335124731064,-0.17585961520671844,-0.028025738894939423,-0.18228599429130554]"
3262,"[-0.08928969502449036,0.03606870025396347,-0.005421900190412998,0.04787581413984299,0.08008649200201035]"
71970,"[0.07897442579269409,-0.025552108883857727,0.06993265450000763,0.028134379535913467,0.11709503829479218]"
175303,"[-0.3105875849723816,-0.06807347387075424,-0.13149255514144897,-0.11402282863855362,0.040661200881004333]"
3300,"[-0.22025646269321442,0.014604030176997185,0.040953341871500015,0.17904768884181976,0.11704935878515244]"
60303,"[0.029720334336161613,0.09666913002729416,0.09392338991165161,0.0185896847397089,0.02663392759859562]"
8011,"[-0.2817195653915405,-0.009044504724442959,-0.04935400187969208,-0.03881534934043884,0.04511371999979019]"
2734,"[-0.07689354568719864,-0.10058385878801346,0.06699234247207642,0.034794777631759644,-0.01692022569477558]"
1571,"[0.002067976165562868,-0.051785342395305634,-0.027329348027706146,0.07363103330135345,0.03441886231303215]"
173619,"[-0.29556167125701904,-0.014987732283771038,-0.07533926516771317,-0.13839614391326904,0.03913390263915062]"
2925,"[0.00865083560347557,-0.06870933622121811,0.023814652115106583,-0.05414557829499245,0.021515199914574623]"
82667,"[-0.11026432365179062,0.01345840748399496,-0.11156749725341797,-0.06149362027645111,0.05466430261731148]"
1718,"[-0.0322805754840374,-0.08176220953464508,0.02821417525410652,0.006348493508994579,0.06739427894353867]"
7445,"[-0.2867089807987213,-0.06618752330541611,0.04217960685491562,-0.10555540025234222,0.14748436212539673]"
1250,"[0.3908340334892273,0.425300657749176,-0.2126675695180893,-0.7520129680633545,0.03542571887373924]"
5872,"[-0.04505135864019394,-0.0901915654540062,0.015395996160805225,-0.023094873875379562,0.11233827471733093]"
26524,"[-0.26099634170532227,0.05128750950098038,-0.04619016498327255,-0.09381002932786942,0.0881197601556778]"
2494,"[0.011688227765262127,-0.03590887039899826,0.10688880831003189,0.1327471137046814,0.0031560189090669155]"
72226,"[-0.34690043330192566,-0.1670784205198288,-0.07071980088949203,0.024874137714505196,0.15318860113620758]"
50442,"[-0.15367606282234192,-0.09025570750236511,-0.054095011204481125,0.07527482509613037,-0.06614316999912262]"
5308,"[-0.1386004239320755,0.05642896145582199,0.0701870322227478,0.04611900448799133,0.03255130723118782]"
5062,"[-0.36268240213394165,0.037696391344070435,-0.06735088676214218,-0.17586182057857513,0.11508625745773315]"
7285,"[-0.3132648169994354,-0.1406906694173813,-0.11693478375673294,-0.12840861082077026,0.0027836624067276716]"
2475,"[-0.012385180220007896,0.02863144874572754,-0.05517082288861275,-0.026954488828778267,0.07894492894411087]"
869,"[-0.19384030997753143,-0.023840198293328285,-0.09263284504413605,0.011484513990581036,-0.050901465117931366]"
8157,"[-0.22278478741645813,-0.05644959956407547,-0.1385193020105362,-0.17247417569160461,0.17432817816734314]"
2691,"[-0.044366076588630676,0.0546855553984642,-0.10662807524204254,0.006971694529056549,-0.017810184508562088]"
121,"[0.05009026452898979,0.040852125734090805,-0.104561947286129,0.03025820106267929,0.04082215204834938]"
3374,"[0.0034689833410084248,0.07519915699958801,0.062309328466653824,-0.02287905476987362,0.058367833495140076]"
343,"[-0.042350057512521744,0.06310632824897766,-0.10416712611913681,-0.0061728996224701405,0.07152102887630463]"
56869,"[-0.014364127069711685,-0.09246199578046799,-0.08063170313835144,-0.08506157249212265,-0.025965869426727295]"
5239,"[-0.0037702657282352448,-0.12492977827787399,-0.038250818848609924,-0.024530459195375443,0.0020260007586330175]"
6984,"[-0.01879355125129223,-0.04588247463107109,0.03941329941153526,0.039675746113061905,0.1261373609304428]"
31923,"[-0.11143528670072556,-0.004607793875038624,-0.03359387814998627,0.012493598274886608,0.1410716325044632]"
34162,"[-0.2317122220993042,-0.07107188552618027,0.005747660994529724,-0.02588680572807789,0.27950847148895264]"
32862,"[-0.04648895561695099,-0.05121181160211563,0.04740123450756073,0.07555904984474182,-0.060576099902391434]"
523,"[0.04440506920218468,-0.03458107262849808,-0.05187741294503212,0.01814420521259308,0.01221216470003128]"
131920,"[0.010794524103403091,-0.0033547324128448963,-0.03030719980597496,0.04168405383825302,0.0710296779870987]"
5165,"[-0.10979585349559784,-0.04750966280698776,-0.03419225290417671,-0.0422016866505146,-0.06681784987449646]"
79798,"[-0.06165684014558792,0.07933572679758072,-0.10824264585971832,0.016739211976528168,-0.07172125577926636]"
104078,"[0.0400310680270195,0.018351105973124504,0.00048524606972932816,0.0025565677788108587,-0.05988425761461258]"
3077,"[0.05488809943199158,0.08021765202283859,-0.03090759739279747,0.07247049361467361,-0.046063922345638275]"
829,"[-0.08557920157909393,-0.01928667724132538,-0.04516474902629852,-0.055263299494981766,-0.06360068917274475]"
122904,"[-0.38375332951545715,-0.22711144387722015,-0.15538103878498077,-0.25573891401290894,0.0663246363401413]"
71379,"[-0.18449681997299194,-0.06024815887212753,0.03939682990312576,-0.04839656129479408,-0.04368283599615097]"
7479,"[-0.06906312704086304,0.024508025497198105,0.08196976780891418,-0.07578234374523163,-0.054464541375637054]"
4508,"[-0.029134832322597504,0.03063444048166275,0.0966607928276062,0.07812874019145966,-0.07555915415287018]"
27480,"[-0.0633072778582573,0.09671087563037872,0.01857876591384411,-0.08365960419178009,0.03744551166892052]"
88,"[-0.03343360498547554,-0.0508728101849556,-0.08177468925714493,-0.002017474267631769,-0.10861313343048096]"
3004,"[-0.07889033854007721,0.09270477294921875,-0.04951776564121246,0.0823681503534317,-0.00439044926315546]"
1131,"[0.27404820919036865,0.0969664603471756,-0.029218003153800964,-0.12967635691165924,-0.009686315432190895]"
96608,"[-0.15875984728336334,-0.018797045573592186,-0.007687004283070564,-0.10146177560091019,0.14502210915088654]"
48649,"[-0.06857272982597351,0.06229877471923828,0.07987144589424133,-0.015370061621069908,0.043824318796396255]"
421,"[0.014711951836943626,-0.014337461441755295,-0.05145223066210747,-0.044968895614147186,-0.24227526783943176]"
47725,"[-0.057261474430561066,-0.039617039263248444,-0.06383760273456573,-0.055614203214645386,0.04812494292855263]"
27317,"[-0.0987997055053711,-0.0016743078595027328,0.02752194181084633,-0.04843725636601448,0.04333217814564705]"
450,"[-0.0269030649214983,-0.09306537359952927,-0.0984824150800705,-0.010264180600643158,-0.01877175085246563]"
6887,"[-0.15845344960689545,-0.032452069222927094,-0.03577961400151253,0.04569544270634651,-0.02541900798678398]"
48032,"[-0.06635814160108566,-0.0693204253911972,-0.07609688490629196,0.04110286384820938,0.0838894322514534]"
109846,"[-0.24865299463272095,0.0541323646903038,0.038302890956401825,-0.11549374461174011,0.010045545175671577]"
96737,"[-0.2979303300380707,-0.07699833810329437,-0.002015985082834959,-0.10589773207902908,0.21148134768009186]"
83613,"[-0.08655733615159988,0.029261810705065727,-0.12200301885604858,-0.12985838949680328,0.01996047981083393]"
4640,"[-0.029400445520877838,-0.049079135060310364,0.06353531777858734,-0.0331399105489254,0.03605290502309799]"
27801,"[-0.2802838087081909,-0.06578194350004196,-0.07420388609170914,0.01300782524049282,0.07632815837860107]"
87529,"[-0.17009803652763367,0.016382988542318344,-0.11840328574180603,-0.05966107174754143,0.06037942320108414]"
41828,"[-0.1453505903482437,0.036877866834402084,0.05656728148460388,-0.10846223682165146,0.09147002547979355]"
4158,"[0.07952951639890671,0.061195600777864456,-0.09172934293746948,-0.09246719628572464,0.018920011818408966]"
159779,"[-0.1851610541343689,0.028321027755737305,-0.0625494197010994,-0.07003238797187805,0.061290811747312546]"
4326,"[-0.134541854262352,0.0708361491560936,-0.0460454523563385,-0.05712707340717316,0.014761378988623619]"
1897,"[0.020496651530265808,0.04028837010264397,0.015381460078060627,-0.058006636798381805,-0.09118019789457321]"
77,"[-0.019298922270536423,-0.08958045393228531,0.09883501380681992,-0.044360578060150146,0.002060447121039033]"
34359,"[-0.02185859903693199,0.03852015733718872,0.04386483132839203,0.08047647774219513,0.11282742768526077]"
60943,"[-0.041571903973817825,0.07880106568336487,0.06355918198823929,0.08277250826358795,-0.023350968956947327]"
4448,"[-0.44521111249923706,-0.03893592581152916,0.06130710989236832,-0.06252516806125641,0.048374664038419724]"
415,"[0.0956902951002121,-0.09495024383068085,0.040731001645326614,0.0982879102230072,-0.041234422475099564]"
40,"[-0.09301291406154633,-0.008074885234236717,0.0015922820894047618,-0.01162425521761179,-0.0919089987874031]"
166461,"[-0.5570084452629089,-0.09803606569766998,-0.17360584437847137,-0.18328700959682465,0.21981853246688843]"
26249,"[0.01824047416448593,-0.0073066698387265205,0.00023405347019433975,0.04428830370306969,-0.017405329272150993]"
31184,"[0.027748078107833862,-0.08375366777181625,-0.03337209299206734,-0.1220478042960167,-0.08840809762477875]"
4951,"[-0.1338057518005371,-0.007545710541307926,-0.01409545075148344,0.02633528970181942,0.05991188436746597]"
